epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
95,1425.37,0.83075,0.52871,0.95886,0.82657,0.91983,0.89751,0.45061,1.54405,0.78089,1.33318,0.0007592,0.0007592,0.0007592
96,1437.25,0.854,0.52281,0.97535,0.84601,0.87719,0.87503,0.4654,1.52618,0.74752,1.39554,0.000746,0.000746,0.000746
97,1452,0.8401,0.5355,0.95775,0.83826,0.90928,0.87434,0.43158,1.593,0.74839,1.45728,0.0007328,0.0007328,0.0007328
98,1466.47,0.85376,0.5405,0.98815,0.82413,0.91228,0.86033,0.45771,1.55622,0.72119,1.39785,0.0007196,0.0007196,0.0007196
99,1480.95,0.84663,0.5242,0.97584,0.79419,0.89474,0.84553,0.45043,1.54541,0.72104,1.43275,0.0007064,0.0007064,0.0007064
100,1496.38,0.82891,0.51079,0.97321,0.85115,0.92982,0.89767,0.4525,1.58307,0.71646,1.36282,0.0006932,0.0006932,0.0006932
101,1511.51,0.79186,0.52201,0.95779,0.85085,0.92982,0.90228,0.46296,1.542,0.70435,1.36341,0.00068,0.00068,0.00068
102,1526.64,0.81394,0.51567,0.97216,0.86404,0.89199,0.88779,0.50184,1.494,0.67211,1.37963,0.0006668,0.0006668,0.0006668
103,1541.05,0.76895,0.49134,0.9369,0.84978,0.89474,0.89582,0.49625,1.53091,0.68839,1.40231,0.0006536,0.0006536,0.0006536
104,1553.78,0.78212,0.50788,0.95591,0.86378,0.91228,0.90601,0.49265,1.5441,0.69464,1.40524,0.0006404,0.0006404,0.0006404
105,1566.97,0.79518,0.50116,0.94149,0.83865,0.91228,0.90543,0.46393,1.58371,0.7262,1.44417,0.0006272,0.0006272,0.0006272
106,1580.71,0.77026,0.47936,0.93748,0.8522,0.84211,0.8801,0.45849,1.5247,0.70919,1.39006,0.000614,0.000614,0.000614
107,1595.63,0.76326,0.49432,0.93813,0.88259,0.87719,0.90858,0.47723,1.58448,0.70023,1.43051,0.0006008,0.0006008,0.0006008
108,1607.3,0.76639,0.48934,0.95155,0.905,0.89474,0.93523,0.48165,1.49976,0.70062,1.38362,0.0005876,0.0005876,0.0005876
109,1620.54,0.831,0.50493,0.9601,0.87751,0.91228,0.92721,0.46956,1.52837,0.72916,1.39075,0.0005744,0.0005744,0.0005744
110,1634.25,0.74718,0.48212,0.93066,0.87035,0.85965,0.87814,0.4479,1.53622,0.70824,1.39479,0.0005612,0.0005612,0.0005612
111,1649.95,0.75031,0.47036,0.92275,0.8942,0.91228,0.93708,0.4673,1.53391,0.68675,1.40932,0.000548,0.000548,0.000548
112,1666.05,0.7585,0.47114,0.92806,0.87026,0.87719,0.9171,0.46702,1.56049,0.71808,1.43598,0.0005348,0.0005348,0.0005348
113,1679.5,0.74312,0.47116,0.94095,0.89286,0.87718,0.91716,0.48561,1.48121,0.70308,1.37638,0.0005216,0.0005216,0.0005216
